Name	CPU	RAM	GPU	DISK	DISPLAY	Old Price	New Price
Laptop Gigabyte G7 MD 71S1223SH (Core i7-11800H | 16GB | 512GB | RTX 3050Ti 4GB | 17.3 inch FHD | Win 10 | Đen)	Intel® Core™ i7-11800H	16GB (2x8GB) DDR4-3200Mhz	NVIDIA GeForce RTX 3050Ti 4GB GDDR6	512GB SSD	17.3 inch Thin Bezel FHD 1920x1080 IPS-level	73890000	33990000
Laptop Gigabyte AERO 15 OLED YD 73S1624GH (Core i7-11800H | 16GB | 1TB SSD | RTX 3080 8GB | 15.6 inch UHD | Win 10 | Đen)	Intel Core i7-11800H	16GB (2x8GB) DDR4-3200Mhz	NVIDIA GeForce RTX 3080 8GB GDDR6	1TB M.2 SSD	15.6 inch Thin Bezel UHD (3840x2160) Samsung AMOLED Display (VESA DisplayHDR 400 True Black, 100% DCI-P3)	76990000	76890000
Laptop Gigabyte AORUS 15P XD 73S1224GH (Core i7-11800H | 16GB | 1TB SSD | RTX 3070 8GB | 15.6 inch FHD | Win 10 | Đen)	Intel Core i7-11800H	16GB (2x8GB) DDR4-3200Mhz	NVIDIAGeForce RTX 3070 8GB GDDR6	1TB SSD	15.6 inch Thin Bezel FHD (1920x1080) IPS-level Anti-glare Display LCD (240Hz, 72% NTSC)	53990000	53899000
Laptop Gigabyte G5 MD 51S1223SH (Core i5-11400H | 16GB | 512GB | RTX 3050Ti 4GB | 15.6 inch FHD | Win 10 | Đen)	Intel® Core™ i5-11400H	16GB (2x8GB) DDR4-3200Mhz	NVIDIA GeForce RTX 3050Ti 4GB GDDR6	512GB SSD	15.6 inch Thin Bezel FHD (1920x1080) IPS-level Anti-glare Display LCD (144Hz, 72% NTSC comes with Core i5 Processor)	31990000	30490000
Laptop Gigabyte AERO 15 OLED XD 73S1624GH (Core i7-11800H | 16GB | 1TB SSD | RTX 3070 8GB | 15.6 inch UHD | Win 10 | Đen)	Intel Core i7-11800H	16GB (2x8GB) DDR4-3200Mhz	NVIDIAGeForce RTX 3070 8GB GDDR6	1TB M.2 SSD	15.6 inch Thin Bezel UHD (3840x2160) Samsung AMOLED Display (VESA DisplayHDR 400 True Black, 100% DCI-P3)	59990000	59890000
Laptop MSI Modern 14 B11SB 626VN (Core i5-1135G7 | 8GB | 512GB | MX450 2GB | 14 inch FHD | Win 10)	Intel® Core™ i5-1135G7	8GB(8GBX1)DDR4 3200MHz	nVidia GeForce® MX450 2GB GDDR5	512GB NVMe PCIe Gen3x4 SSD (new)	14 inch FHD (1920*1080), IPS-Level 60Hz 72%NTSC Thin Bezel, close to 100%sRGB	59890000	Liên hệ
Laptop MSI Modern 14 B11SB 625VN (Core i5-1135G7 | 8GB | 512GB | MX450 2GB | 14 inch FHD | Win 10)	Intel® Core™ i5-1135G7	8GB(8GBX1)DDR4 3200MHz	nVidia GeForce® MX450 2GB GDDR5	512GB NVMe PCIe Gen3x4 SSD (new)	14 inch FHD (1920*1080), IPS-Level 60Hz 72%NTSC Thin Bezel, close to 100%sRGB	None	Liên hệ
Laptop Dell G5 15 5505 70252801 (Ryzen 5-4600H | 16GB | 512GB | RX 5600M 6GB | 15.6 inch FHD | Win 10 | Bạc)	AMD Ryzen 5-4600H (3.0GHz upto 4.0GHz, 8MB)	16GB (2x4GB) DDR4 3200MHz	AMD Radeon RX 5600M 6GB GDDR6	512GB M.2 PCIe NVMe	15.6 inch FHD(1920x1080) 300nits WVA Anti-Glare LED Backlit Display, 144Hz refresh rate	None	Liên hệ
Laptop Fujitsu Lifebook E5411/A (Core i7-1165G7 | 8GB | 256GB | Intel Iris | 14.0 inch HD | FreeDOS | Đen)	Intel® Core™ i7-1165G7	8GB DDR4 3200Mhz	Intel® Iris® Xe Graphics	256GB PCIe G3 M.2	14.0 inch HD (1366 x 768), antiglare, 350:1, 200 cd/m²	27990000	26990000
Laptop HP 240 G8 3D0E7PA (Core i7-1165G7 | 8GB | 256GB | Intel Iris Xe | 14.0 inch FHD | Win 10 | Bạc)	Intel® Core™ i7-1165G7	8GB(1 x 8GB) DDR4 2666Mhz	Đồ họa Intel® Iris Xe	256GB PCIe NVMe SSD	14.0 inch FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC	26990000	Liên hệ
Laptop Asus ExpertBook B9400CEA-KC0558T (Core i5-1135G7 | 8GB | 512GB | Intel Iris Xe | 14.0 inch FHD | Win 10 | Đen)	Intel® Core i5-1135G7	8GB 4266MHz LPDDR4x onboard	Intel Iris Xe Graphics	512GB SSD PCIE G3X4	14.0 inch FHD (1920 x 1080) IPS with Anti-Glare, 72% NTSC, 100% sRGB, 400nits	28990000	28690000
Laptop Apple Macbook Air 13.3 inch Z12B000BR Vàng (Apple M1)	Apple M1 chip with 8‑core CPU and 8‑core GPU	16GB	Card đồ họa tích hợp, 7 nhân GPU	512GB SSD	13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors	39990000	35890000
Laptop Apple Macbook Air 13.3 inch Z128000BR Bạc (Apple M1)	Apple M1 chip with 8‑core CPU and 8‑core GPU	16GB	Card đồ họa tích hợp, 7 nhân GPU	512GB SSD	13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors	39990000	35890000
Laptop Dell Latitude 7320 42LT732002 (Core i7-1185G7 | 8GB | 256GB | Intel Iris Xe | 13.3 inch FHD | Ubuntu | Đen)	Intel® Core i7-1185G7	8GB LPDDR4X 4267MHz	Intel Iris Xe Graphics	256GB PCIe NVMe SSD	13.3 inch FHD (1920x1080) AG,SLP,Non-Touch, ComfortView Plus, WVA, 250 nits	30490000	Liên hệ
Laptop Acer Swift 3x SF314-510G-57MR NX.A10SV.004	Intel® Core™ i5-1135G7	8GB (2GBx4)LPDDR4X onboard	Intel® Iris®Xe Max graphics	512GB PCIe NVMe SSD	14.0 inch FHD(1920 x 1080) IPS panel, 60Hz, Acer ComfyViewTM LED-backlit TFT LCD	23990000	20990000
Laptop Dell Gaming G7 7500 G7500B - Đen	Intel Core i7-10750H	8GB (2x4GB) DDR4 2933MHz	NVIDIA(R) GeForce GTX 1660Ti 6GB GDDR6	512GB SSD	15.6 inch FHD (1920 x 1080) 144Hz	38990000	37590000
Laptop Dell Gaming G5 15 5500 70225486	Intel® Core™ i7-10750H	8GB (2x4GB) DDR4-2933MHz	NVIDIA GeForce RTX 2060 6GB GDDR6	512GB M.2 PCIe NVMe	15.6 inch FHD(1920x1080) 300nits WVA Anti-Glare LED Backlit Display, 144Hz	34490000	33290000
Laptop Dell Gaming G5 15 5500 70225485	Intel® Core™ i7-10750H	8GB (2x4GB) DDR4-2933MHz	NVIDIA GeForceGTX 1660 Ti 6GB GDDR6	512GB M.2 PCIe NVMe	15.6 inch FHD(1920x1080) 300nits WVA Anti-Glare LED Backlit Display	31290000	29390000
Laptop Dell Gaming G5 5500 G5500B (Core i7-10750H | 16GB | 512GB | RTX 2070 8GB | 15.6 inch FHD | Win 10 | Đen)	Intel Core i7-10750H	16GB (2x8GB) DDR4 2933MHz	NVIDIA GeForce RTX 2070 8GB GDDR6	512GB M.2 PCIe NVMe SSD	15.6 inch FHD(1920x1080)(WVA) 144Hz	29390000	Liên hệ
Laptop Dell Gaming G3 3500 G3500Bw (Core i7-10750H | 16GB | 512GB | GTX 1660Ti 6GB | 15.6 inch FHD | Win 10 | Trắng)	Intel Core i7-10750H	16GB (2x8GB) DDR4 2933MHz	NVIDIA GeForce GTX 1660Ti 6GB GDDR6	512GB M.2 PCIe NVMe SSD	15.6 inch FHD (1920*1080) (WVA) 120Hz	None	Liên hệ
Laptop Dell Gaming G3 3500 G3500D (Core i7-10750H | 16GB | 512GB | GTX 1650Ti 4GB | 15.6 inch FHD | Win 10 | Đen)	Intel Core i7-10750H	16GB (2x8GB) DDR4 2933MHz	NVIDIA GeForce GTX 1650Ti 4GB GDDR6	512GB SSD M.2 PCIe NVMe	15.6 inch FHD (1920*1080) (WVA) 144Hz	None	Liên hệ
Laptop MSI Delta 15 A5EFK (Ryzen 7-5800H | 16GB | 512GB | RX 6700M 10GB | 15.6 inch FHD | Win 10 | Xám)	AMD Ryzen 7-5800H	16GB(8GBx2) DDR4 3200MHz	AMD Radeon™ RX 6700M 10GB GDDR6	512GB NVMe PCIe Gen3x4 SSD (new)	15.6 inch FHD (1920*1080), 240Hz, close to 100%sRGB	None	Liên hệ
Laptop MSI Delta 15 A5EFK (Ryzen 9-5900HX | 16GB | 1TB SSD | RX 6700M 10GB | 15.6 inch FHD | Win 10 | Xám)	AMD Ryzen 9-5900HX	16GB(8GBx2) DDR4 3200MHz	AMD Radeon™ RX 6700M 10GB GDDR6	1TB NVMe PCIe Gen3x4 SSD (new)	15.6 inch FHD (1920*1080), 240Hz, close to 100%sRGB	None	Liên hệ
Laptop Apple Macbook Air 13.3 inch Z12B000BS Vàng (Apple M1)	Apple M1 chip with 8‑core CPU and 8‑core GPU	16GB	Card đồ họa tích hợp, 7 nhân GPU	1TB SSD	13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors	44990000	41900000
Laptop Apple Macbook Air 13.3 inch Z128000BS Bạc (Apple M1)	Apple M1 chip with 8‑core CPU and 8‑core GPU	16GB	Card đồ họa tích hợp, 7 nhân GPU	1TB SSD	13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors	44990000	41900000
Laptop Apple Macbook Air 13.3 inch Z1250004E Xám (Apple M1)	Apple M1 chip with 8‑core CPU and 8‑core GPU	16GB	Card đồ họa tích hợp, 7 nhân GPU	1TB SSD	13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors	44990000	41900000
Laptop MSI GE76 Raider 11UH 490VN	Intel® Core™ i9-11980HK	64GB(32GBx2) DDR4-3200Mhz	NVIDIA® GeForce RTX™ 3080 16GB GDDR6	2TB NVMe PCIe Gen3x4 SSD	17.3 inch UHD (3840*2160), IPS, 100% Adobe	109990000	108990000
Laptop Dell Inspiron N5502A P102F002N5502A	Intel® Core™ i7-1165G7	8GB (1x8GB) DDR4 3200MHz	NVIDIA GeForce MX330 2GB GDDR5	512GB M.2 PCIe NVMe SSD	15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight	25490000	24390000
Laptop Asus D515DA-EJ711T (Ryzen 3-3250U | 4GB | 512GB | AMD Radeon | 15.6-inch FHD | Win 10 | Bạc)	AMD Ryzen 3-3250U	4GB DDR4	AMD Radeon™ Graphics	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6-inch, FHD (1920 x 1080) 16:9, 200nits, Screen-to-body ratio: 83 ％	12490000	12390000
Laptop HP ProBook 450 G8 2Z6L2PA (Core i7-1165G7 | 8GB | 512GB | MX450 2GB | 15.6 inch FHD | FreeDos | Bạc)	Intel® Core i7-1165G7	8GB(1 x 8GB) DDR4 3200Mhz	NVIDIA® GeForce® MX450 2GB	512GB PCIe® NVMe™ SSD	15.6 inch FHD (1920 x 1080), IPS, anti-glare, 250 nits, 45% NTSC	27990000	26990000
Laptop HP Pavilion 15-eg0508TU 46M07PA (Core i5-1135G7 | 8GB | 256GB | Intel Iris Xe | 15.6 inch FHD | Win 10 | Bạc)	Intel® Core i5-1135G7	8GB (4GBx2) DDR4-3200MHz	Đồ họa Intel® Iris® Xe	256GB PCIe NVMe™ M.2 SSD	15.6 inch FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC	18490000	17990000
Laptop HP Pavilion 15-eg0506TU 46M04PA (Core i5-1135G7 | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 10 | Bạc)	Intel® Core i5-1135G7	8GB DDR4-3200MHz	Đồ họa Intel® Iris® Xe	512GB PCIe NVMe™ M.2 SSD	15.6 inch FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC	19490000	18890000
Laptop HP 240 G8 342G7PA (Core i3-1005G1 | 4GB | 256GB | Intel UHD | 14.0 inch HD | FreeDos | Bạc)	Intel® Core™ i3-1005G1	4GB(1 x 4GB) DDR4 2666Mhz	Intel® UHD Graphics	256GB PCIe NVMe SSD	"14"" HD (1366x768)"	11990000	11790000
Laptop MSI Creator 17 B11UH (Core i9-11900H | 32GB | 2TB SSD | RTX 3080 Max-Q 16GB | 17.3 inch UHD | Win 10 | Core Black)	Intel® Core™ i9-11900H	32GB (16GBx2) DDR4 3200MHz	nVidia Geforce RTX 3080 Max-Q 16GB GDDR6	2TB NVMe PCIe Gen4x4 SSD	17.3 inch UHD (3840*2160), HDR1000 mini LED, 60Hz DCI-P3 100%	95990000	94990000
Laptop MSI Creator 17 B11UG (Core i7-11800H | 32GB | 1TB SSD | RTX 3070 Max-Q 8GB | 17.3 inch UHD | Win 10 | Core Black)	Intel® Core™ i7-11800H	32GB (16GBx2) DDR4 3200MHz	nVidia Geforce RTX 3070 Max-Q 8GB GDDR6	1TB NVMe PCIe Gen4x4 SSD	17.3 inch UHD (3840*2160), HDR1000 mini LED, 60Hz DCI-P3 100%	66990000	65990000
Laptop HP 240 G8 3D0A9PA (Core i5-1135G7 | 8GB | 256GB | Intel Iris Xe | 14.0 inch FHD | FreeDos | Bạc)	Intel® Core™ i5-1135G7	8GB(1 x 8GB) DDR4 2666Mhz	Đồ họa Intel® Iris Xe	256GB PCIe NVMe SSD	14.0 inch FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC	16990000	16490000
Laptop HP 245 G8 345R8PA (Ryzen 5-3500U | 4GB | 256GB | AMD Radeon | 14.0 inch FHD | Win 10 | Bạc)	AMD Ryzen 5-3500U	4GB(1 x 4GB) DDR4 2400Mhz	AMD Radeon™ Graphics	256 GB PCIe® NVMe™ SSD	14.0 inch, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC	14990000	13890000
Laptop HP 240 G8 3D0F0PA (Core i7-1165G7 | 8GB | 512GB | Intel Iris Xe | 14.0 inch FHD | FreeDos | Bạc)	Intel® Core™ i7-1165G7	8GB(1 x 8GB) DDR4 2666Mhz	Đồ họa Intel® Iris Xe	512GB PCIe NVMe SSD	14.0 inch FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC	20990000	20690000
Laptop Dell Mobile Precision Workstation M3550 i710810U CTO	Intel Core Processor i7-10810U	16GB (1X16GB) DDR4 2666Mhz	Nvidia Quadro P520 w/ 2GB GDDR5	256GB M.2 PCIe NVMe SSD	15.6 inch FHD (1920x1080), Anti-Glare Non- Touch, 45% color gamut	39990000	36990000
Laptop Dell Latitude 5420 70251602 (Core i5-1145G7 | 8GB | 256GB | Intel Iris Xe | 14.0 inch FHD | Ubuntu | Xám)	Intel® Core i5-1145G7	8GB 3200MHz DDR4	Đồ họa Intel Iris Xe	256GB M.2 256GB PCIe NVMe	14.0 inch FHD (1920x1080) Non-Touch, Anti-Glare, 250nits	24690000	23990000
Laptop HP ENVY x360 Convertible 13-ay0069AU 171N3PA	AMD Ryzen 7 4700U	8GB DDR4 3200Mhz onboard	AMD Radeon™ Graphics	256GB PCIe® NVMe™ M.2 SSD	13.3 inch diagonal FHD, IPS, BrightView, micro-edge, WLED-backlit, edge-to-edge glass with Corning® Gorilla® Glass NBT™, 300 nits, 72% NTSC (1920 x 1080) - Cảm ứng	27990000	27390000
Laptop HP 245 G8 342G2PA (Ryzen 3-3250U | 4GB | 256GB | AMD Radeon | 14.0 inch HD | Win 10 | Bạc)	AMD Ryzen 3-3250U	4GB(1 x 4GB) DDR4 2400Mhz	AMD Radeon™ Graphics	256GB PCIe® NVMe™ SSD	14.0 inch, HD (1366 x 768), narrow bezel, anti-glare, 250 nits, 45% NTSC	11590000	10990000
Laptop Avita Liber V14L-PW NS14A8VNR571-PWB Pearl White (Core i7-10510U | 8GB | 1TB | Intel UHD | 14.0 inch FHD | Win 10 | Trắng)	Intel® Core™ i7-10510U	8GB DDR4 2400MHz	Intel® UHD Graphics 620	1TB SSD Sata M.2	14.0 inch FHD(1920 x 1080) Anti-Glare IPS Panel	21990000	20990000
Laptop HP ProBook 440 G8 342H3PA (Core i5-1135G7/RAM 8GB/ 512GB SSD/ Intel Iris/ 14.0 inch FHD/ FreeDos/ Bạc)	Intel® Core™i5-1135G7	8GB(1 x 8GB) DDR4 3200Mhz	Intel® Iris® Xᵉ Graphics	512GB PCIe® NVMe™ M.2 SSD	14.0 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC	20990000	20390000
Laptop HP Probook 455 G8 3G0U6PA (Ryzen™ 5-5600U | 4GB | 256GB | AMD Radeon | 15.6 inch FHD | Win 10 | Bạc)	AMD Ryzen™ 5-5600U	4GB (1 x 4GB) DDR4 3200Mhz	AMD Radeon™ Graphics	256GB PCIe® NVMe™ SSD	15.6 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC	18290000	17690000
Laptop Asus VivoBook Flip 14 TP470EA-EC123T (Core i3-1115G4 | 8GB | 512GB | Intel® Iris | 14.0 inch FHD | Win 10 | Bạc)	Intel® Core i3-1115G4	8GB LPDDR4X tích hợp	Intel® Iris® XᵉGraphics	512GB M.2 NVMe™ PCIe® 3.0	14.0 inch FHD (1920 x 1080) 16:9, IPS, 250nits, NTSC: 45%	16999000	16890000
Laptop HP EliteBook x360 1030 G8 3G1C4PA (Core i7-1165G7 | 16GB | 512GB | Intel Iris Xe | 13.3 inch FHD | Cảm ứng | Win 10 | Bạc)	Intel® Core™ i7-1165G7	16GB LPDDR4x-4266MHz RAM (onboard)	Intel® Iris® Xe Graphics	512GB PCIe® NVMe™ TLC SSD	13.3 inch FHD (1920 x 1080), Cảm ứng, IPS, anti-glare, 1000 nits, 72% NTSC, HP Sure View Reflect integrated privacy screen	16890000	Liên hệ
Laptop HP ProBook 440 G8 2Z6J3PA	Intel® Core i5-1135G7	8GB(1 x 8GB) DDR4 3200Mhz	Intel® UHD Graphics	256GB PCIe® NVMe™ SSD	"14"" FHD (1366 x 768), micro-edge, anti-glare, 250 nits, 45% NTSC"	19990000	19390000
Laptop VGS Imperium 2020 BQC71CBDU6000M3S3	Intel® Core™ i7-9750H	64GB DDR4 2666MHz onboard	NVIDIA® GeForce® RTX 2060 6GB GDDR6	2TBM.2 22x80 PCIe x4 NVMe	15.6 inch Full HD IPS	18590000	50800000
Laptop VGS Imperium 2020 BQC71CBDU6000M2S2	Intel® Core™ i7-9750H	32GB DDR4 2666MHz onboard	NVIDIA® GeForce® RTX 2060 6GB GDDR6	1TBM.2 22x80 PCIe x4 NVMe	15.6 inch Full HD IPS	50800000	39800000
Laptop VGS Imperium BQC71BUBU6000M1S1	Intel® Core™ i7-9750H	16GB	Vidia Geforce RTX 2070 Max-Q 8GB GDDR6	512GB SSD	15.6 inch Full HD IPS	47200000	45200000
Laptop VGS Imperium BQC71ABBU6000M3S3	Intel® Core™ i7-9750H	16GB 	nVidia Geforce GTX 1660 Ti 6GB GDDR6	512GB SSD	15.6 inch Full HD IPS	52800000	50800000
Laptop VGS Imperium BQC71AUBU6000M3S3	Intel® Core™ i7-9750H	16GB	nVidia Geforce GTX 1660 Ti 6GB GDDR6	512GB SSD	15.6 inch Full HD IPS	52800000	50800000
Laptop VGS Imperium BQC71BUBU6000M2S2	Intel® Core™ i7-9750H	16GB	Vidia Geforce RTX 2070 Max-Q 8GB GDDR6	512GB SSD	15.6 inch Full HD IPS	51600000	49600000
Laptop VGS Imperium BQC71BUBU6000M3S3	Intel® Core™ i7-9750H	16GB	Vidia Geforce RTX 2070 Max-Q 8GB GDDR6	512GB SSD	15.6 inch Full HD IPS	62600000	60600000
Laptop VGS Imperium BQC71AUBU6000M1S1	Intel® Core™ i7-9750H	16GB DDR4 2666MHz	nVidia Geforce GTX 1660 Ti 6GB GDDR6	512GB M.2 22x80 PCIe x4 NVMe	15.6 inch Full HD, IPS, 144hz, 3ms	37400000	35400000
Laptop VGS Imperium BQC71ABBU6000M2S2	Intel® Core™ i7-9750H	16GB	nVidia Geforce GTX 1660 Ti 6GB GDDR6	512GB SSD	15.6 inch Full HD IPS	41800000	39800000
Laptop VGS Imperium 2020 BQC71CBDU6000M1S1	Intel® Core™ i7-9750H	16GB DDR4 2666MHz onboard	NVIDIA® GeForce® RTX 2060 6GB GDDR6	512GB M.2 22x80 PCIe x4 NVMe	15.6 inch Full HD IPS	39800000	35400000
Laptop Asus ROG Flow X13 GV301QH-K6054T	AMD Ryzen 7-5800HS	16GB LPDDR4X on board	nVidia Geforce GTX 1650 4GB GDDR6	512GB M.2 2230 NVMe™ PCIe® 3.0 SSD	13.4-inch FHD (1080 x 1920) 16:10, 120Hz - Cảm ứng	35400000	34990000
Laptop Avita Liber V14R-SW NS14A8VNW561-SWAB (Ryzen 7-3700U | 8GB | 512GB | Radeon RX Vega | 14.0 inch FHD | Win 10 | Trắng)	AMD Ryzen 7-3700U	8GB DDR4 2400MHz onboard	Radeon™ RX Vega 10 Graphics	512GB SSD SATA M.2	14.0 inch FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle	34990000	Liên hệ
Laptop Avita Liber V14Q-SP NS14A8VNW561-SPAB (Ryzen 7-3700U | 8GB | 512GB | Radeon RX Vega | 14.0 inch FHD | Win 10 | Hồng)	AMD Ryzen 7-3700U	8GB DDR4 2400MHz onboard	Radeon™ RX Vega 10 Graphics	512GB SSD SATA M.2	14.0 inch FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle	None	Liên hệ
Laptop Avita Liber V14P-CR NS14A8VNW561-CRAB (Ryzen 7-3700U | 8GB | 512GB | Radeon RX Vega | 14.0 inch FHD | Win 10 | Đỏ)	AMD Ryzen 7-3700U	8GB DDR4 2400MHz onboard	Radeon™ RX Vega 10 Graphics	512GB SSD SATA M.2	14.0 inch FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle	None	Liên hệ
Laptop Avita Liber V14O-SL NS14A8VNW561-SLAB (Ryzen 7-3700U | 8GB | 512GB | Radeon RX Vega | 14.0 inch FHD | Win 10 | Tím)	AMD Ryzen 7-3700U	8GB DDR4 2400MHz onboard	Radeon™ RX Vega 10 Graphics	512GB SSD SATA M.2	14.0 inch FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle	None	Liên hệ
Laptop Avita Liber V14N-AB NS14A8VNW561-ABAB (Ryzen 7-3700U | 8GB | 512GB | Radeon RX Vega | 14.0 inch FHD | Win 10 | Xanh)	AMD Ryzen 7-3700U	8GB DDR4 2400MHz onboard	Radeon™ RX Vega 10 Graphics	512GB SSD SATA M.2	14.0 inch FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle	None	Liên hệ
Laptop Avita Liber V14C-UG NS14A8VNW561-UGAB (Ryzen 7-3700U | 8GB | 512GB | Radeon RX Vega | 14.0 inch FHD | Win 10 | Vàng)	AMD Ryzen 7-3700U	8GB DDR4 2400MHz onboard	Radeon™ RX Vega 10 Graphics	512GB SSD SATA M.2	14.0 inch FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle	None	Liên hệ
Laptop Asus Vivobook D515UA-EJ082T (R7-5700U | 8GB | 512GB | AMD Radeon | 15.6 inch FHD | Win 10 | Bạc)	AMD Ryzen™ 7-5700U	8GB DDR4 2666MHz Onboard +1slot	AMD Radeon™ Graphics	512GB SSD M.2 PCIE G3X4	15.6 inch FHD (1920 x 1080), Anti-glare display, LED Backlit, 200nits, NTSC: 45%	None	17990000
Laptop Avita Liber V14M-UR NS14A8VNR571-URB Urban Ruby(Core i7-10510U | 8GB | 1TB | Intel UHD | 14.0 inch FHD | Win 10 | Hồng đậm)	Intel® Core™ i7-10510U	8GB DDR4 2400MHz	Intel® UHD Graphics 620	1TB SSD Sata M.2	14.0 inch FHD(1920 x 1080) Anti-Glare IPS Panel	21990000	20990000
Laptop Avita Liber V14K-AB NS14A8VNR571-ABB Angel Blue (Core i7-10510U | 8GB | 1TB | Intel UHD | 14.0 inch FHD | Win 10 | Blue)	Intel® Core™ i7-10510U	8GB DDR4 2400MHz	Intel® UHD Graphics 620	1TB SSD Sata M.2	14.0 inch FHD(1920 x 1080) Anti-Glare IPS Panel	21990000	20990000
Laptop Avita Liber V14D-BP NS14A8VNF561-BPB (Core i5-10210U | 8GB | 512GB | Intel UHD | 14.0 inch FHD | Win 10 | Hồng)	Intel® Core™ i5-10210U	8GB DDR4 2400MHz	Intel® UHD Graphics 620	512GB SSD Sata M.2	14.0 inch FHD(1920 x 1080) Anti-Glare IPS Panel	16990000	16790000
Laptop Avita Liber V14E-FL NS14A8VNF561-FLB (Core i5-10210U | 8GB | 512GB | Intel UHD | 14.0 inch FHD | Win 10 | Tím)	Intel® Core™ i5-10210U	8GB DDR4 2400MHz	Intel® UHD Graphics 620	512GB SSD Sata M.2	14.0 inch FHD(1920 x 1080) Anti-Glare IPS Panel	16990000	16790000
Laptop Avita Liber V14F-AB NS14A8VNF561-ABB (Core i5-10210U | 8GB | 512GB | Intel UHD | 14.0 inch FHD | Win 10 | Xanh)	Intel® Core™ i5-10210U	8GB DDR4 2400MHz	Intel® UHD Graphics 620	512GB SSD Sata M.2	14.0 inch FHD(1920 x 1080) Anti-Glare IPS Panel	16990000	16790000
Laptop Avita Liber V14G-PW NS14A8VNF561-PWB (Core i5-10210U | 8GB | 512GB | Intel UHD | 14.0 inch FHD | Win 10 | Trắng)	Intel® Core™ i5-10210U	8GB DDR4 2400MHz	Intel® UHD Graphics 620	512GB SSD Sata M.2	14.0 inch FHD(1920 x 1080) Anti-Glare IPS Panel	16990000	16790000
Laptop Avita Liber V14A-SG NS14A8VNF561-SGB (Core i5-10210U | 8GB | 512GB | Intel UHD | 14.0 inch FHD | Win 10 | Xám)	Intel® Core™ i5-10210U	8GB DDR4 2400MHz	Intel® UHD Graphics 620	512GB SSD Sata M.2	14.0 inch FHD(1920 x 1080) Anti-Glare IPS Panel	16990000	16790000
Laptop MSI GE66 Raider 10SFS 474VN	Intel® Core™ i7-10875H	32GB (16GB*2) 3200MHz	nVidia Geforce RTX 2070 SUPER 8GB GDDR6	1TB NVMe PCIe Gen3x4 SSD	15.6 inch FHD (1920*1080), 300Hz Thin Bezel, close to 100%sRGB	56990000	53990000
Laptop Fujitsu Lifebook E559 L00E559VN00000074	Intel® Core™ i5-8265U	4GB DDR4	Intel® UHD Graphics 620	256GB SSD M.2 SATA	15.6 inch HD (1366 x 768)	21190000	17999000
Laptop MSI Stealth 15M A11SDK 060VN	Intel® Core™ i7-1185G7	16GB (8GBx2) DDR4 2666MHz	nVidia Geforce GTX 1660 Ti Max-Q 6GB GDDR6	512GB NVMe PCIe Gen3x4 SSD	15.6 inch FHD (1920*1080), IPS-Level 144Hz 45%NTSC Thin Bezel	34490000	33290000
Laptop HP EliteBook x360 830 G7 230L5PA	Intel® Core™ i7-10710U	16GB(1 x 16GB) DDR4 2666Mhz SDRAM	Intel® UHD Graphics	512GB PCIe® NVMe™ SSD + 32GB Optane	13.3 inch diagonal, FHD (1920 x 1080), Cảm ứng, IPS, anti-glare, 400 nits, 72% NTSC	41590000	40690000
Laptop MSI WS66 10TK (Core i7-10750H | 32GB | 1TB | RTX 3000 6GB | 15.6 inch FHD | Win10 Pro | Đen)	Intel® Core™ i7-10750H	32GB(16GBx2) DDR4 3200MHz	Nvidia® Quadro RTX 3000 6GB GDDR6	1TB NVMe PCIe Gen3x4 SSD	15.6 inch FHD (1920*1080), 144Hz 72%NTSC IPS-Level, close to 100%sRGB	40690000	Liên hệ
